date,tactic,state,campaign,impressions,clicks,spend,attributed_revenue
2024-01-21,Branded_Hashtag,MI,Product_Demo_Videos,15657,78,71.69,94.63
2024-01-22,Spark_Ads,CA,Trend_Challenge,23670,385,264.59,212.91
2024-01-22,TopView_Ads,MI,Influencer_Collab,7793,194,184.96,303.89
2024-01-23,In_Feed_Ads,NC,Gen_Z_Outreach,10389,127,112.73,0.0
2024-01-23,Spark_Ads,PA,Trend_Challenge,10208,177,33.63,92.22
2024-01-23,In_Feed_Ads,NC,Influencer_Collab,5933,87,96.23,210.92
2024-01-23,In_Feed_Ads,IL,Product_Demo_Videos,12859,347,370.32,81.45
2024-01-24,Branded_Hashtag,NC,Gen_Z_Outreach,12852,80,95.97,387.61
2024-01-24,TopView_Ads,NC,Trend_Challenge,14515,298,247.34,377.49
2024-01-25,TopView_Ads,CA,Gen_Z_Outreach,24961,589,372.08,127.56
2024-01-25,In_Feed_Ads,OH,Influencer_Collab,17649,411,330.18,479.2
2024-01-25,Branded_Hashtag,TX,Product_Demo_Videos,12643,63,10.93,270.76
2024-01-26,TopView_Ads,FL,Influencer_Collab,14511,311,289.44,423.54
2024-01-26,Spark_Ads,OH,Product_Demo_Videos,13613,268,411.59,282.59
2024-01-27,TopView_Ads,MI,Gen_Z_Outreach,21314,554,551.0,325.58
2024-01-27,Branded_Hashtag,NY,Influencer_Collab,12612,203,153.24,523.73
2024-01-28,In_Feed_Ads,GA,Gen_Z_Outreach,18798,307,215.85,168.96
2024-01-28,In_Feed_Ads,CA,Trend_Challenge,12866,399,132.61,718.45
2024-01-28,In_Feed_Ads,PA,Influencer_Collab,11008,98,161.29,112.48
2024-01-28,Branded_Hashtag,CA,Product_Demo_Videos,18641,311,251.22,512.51
2024-01-29,Spark_Ads,GA,Gen_Z_Outreach,14649,149,76.35,0.0
2024-01-29,TopView_Ads,GA,Influencer_Collab,14342,284,193.66,733.81
2024-01-30,Branded_Hashtag,CA,Gen_Z_Outreach,16381,375,371.58,489.69
2024-01-30,In_Feed_Ads,OH,Trend_Challenge,22020,357,276.14,584.08
2024-01-31,Spark_Ads,GA,Gen_Z_Outreach,17977,579,383.55,567.89
2024-01-31,Branded_Hashtag,CA,Product_Demo_Videos,18276,256,124.73,228.19
2024-02-01,In_Feed_Ads,MI,Gen_Z_Outreach,17115,360,280.69,849.42
2024-02-01,TopView_Ads,OH,Trend_Challenge,23615,215,128.12,258.91
2024-02-01,Branded_Hashtag,NC,Influencer_Collab,12623,165,88.02,115.82
2024-02-02,Spark_Ads,MI,Influencer_Collab,9727,147,109.32,415.66
2024-02-02,Branded_Hashtag,PA,Product_Demo_Videos,10478,241,256.76,144.64
2024-02-03,Spark_Ads,NC,Gen_Z_Outreach,16369,296,400.85,245.15
2024-02-03,In_Feed_Ads,NY,Product_Demo_Videos,13451,164,120.22,191.69
2024-02-04,TopView_Ads,PA,Gen_Z_Outreach,11327,168,127.58,160.61
2024-02-04,Spark_Ads,NY,Trend_Challenge,21481,328,185.41,333.46
2024-02-04,In_Feed_Ads,PA,Product_Demo_Videos,14553,252,298.18,555.34
2024-02-05,Branded_Hashtag,TX,Gen_Z_Outreach,20717,454,302.72,529.95
2024-02-05,In_Feed_Ads,OH,Trend_Challenge,9279,131,78.05,148.66
2024-02-05,In_Feed_Ads,GA,Influencer_Collab,19278,96,72.66,292.5
2024-02-06,In_Feed_Ads,NC,Influencer_Collab,22978,486,355.65,1105.56
2024-02-07,Branded_Hashtag,NC,Gen_Z_Outreach,17602,374,453.02,190.92
2024-02-07,Spark_Ads,NC,Trend_Challenge,19795,98,118.94,142.83
2024-02-07,TopView_Ads,OH,Influencer_Collab,14796,241,213.93,292.75
2024-02-07,Spark_Ads,NY,Product_Demo_Videos,12502,327,201.37,898.83
2024-02-08,TopView_Ads,IL,Gen_Z_Outreach,13133,101,70.12,0.0
2024-02-08,Branded_Hashtag,NC,Trend_Challenge,16698,345,279.38,595.68
2024-02-08,Branded_Hashtag,TX,Influencer_Collab,6627,57,44.65,0.0
2024-02-08,Branded_Hashtag,IL,Product_Demo_Videos,17206,183,169.29,61.9
2024-02-09,In_Feed_Ads,IL,Gen_Z_Outreach,21679,108,102.3,186.97
2024-02-09,In_Feed_Ads,OH,Influencer_Collab,4279,84,51.51,0.0
2024-02-09,In_Feed_Ads,IL,Product_Demo_Videos,18025,453,751.39,761.36
2024-02-10,Spark_Ads,NY,Gen_Z_Outreach,13924,350,201.17,511.56
2024-02-10,Branded_Hashtag,NY,Influencer_Collab,18513,145,204.16,45
2024-02-10,Spark_Ads,TX,Product_Demo_Videos,14852,74,89.42,78.26
2024-02-11,Branded_Hashtag,MI,Gen_Z_Outreach,25108,197,301.07,287.78
2024-02-11,In_Feed_Ads,FL,Trend_Challenge,17410,265,193.6,279.41
2024-02-11,TopView_Ads,OH,Influencer_Collab,7776,256,101.61,497.59
2024-02-11,In_Feed_Ads,PA,Product_Demo_Videos,10284,128,109.19,83.08
2024-02-12,In_Feed_Ads,GA,Gen_Z_Outreach,17784,377,275.88,694.01
2024-02-12,Branded_Hashtag,NY,Trend_Challenge,21368,526,209.58,708.11
2024-02-12,TopView_Ads,TX,Influencer_Collab,12700,158,79.46,77.22
2024-02-12,In_Feed_Ads,GA,Product_Demo_Videos,17352,516,328.32,1486.31
2024-02-13,Branded_Hashtag,CA,Gen_Z_Outreach,12639,163,178.87,104.84
2024-02-13,Branded_Hashtag,GA,Trend_Challenge,10198,208,211.08,288.99
2024-02-13,In_Feed_Ads,GA,Influencer_Collab,14336,110,92.97,80.27
2024-02-14,In_Feed_Ads,IL,Gen_Z_Outreach,10480,217,96.76,285.12
2024-02-14,Spark_Ads,NC,Influencer_Collab,12102,126,53.34,39.38
2024-02-14,Spark_Ads,CA,Product_Demo_Videos,6442,131,59.19,170.87
2024-02-15,In_Feed_Ads,FL,Trend_Challenge,21555,246,153.95,229.13
2024-02-15,TopView_Ads,TX,Product_Demo_Videos,21183,105,121.56,140.02
2024-02-16,Branded_Hashtag,GA,Trend_Challenge,8788,144,106.07,292.75
2024-02-16,Branded_Hashtag,FL,Influencer_Collab,3862,24,17.9,159.94
2024-02-17,Spark_Ads,MI,Influencer_Collab,23285,511,483.19,695.16
2024-02-17,In_Feed_Ads,IL,Product_Demo_Videos,20047,230,202.9,252.45
2024-02-18,Spark_Ads,CA,Gen_Z_Outreach,20129,592,629.91,326.53
2024-02-18,TopView_Ads,GA,Trend_Challenge,19850,262,124.24,536.34
2024-02-18,TopView_Ads,NC,Influencer_Collab,20297,326,111.62,327.67
2024-02-19,In_Feed_Ads,OH,Gen_Z_Outreach,15554,173,138.33,162.66
2024-02-19,TopView_Ads,OH,Trend_Challenge,13688,199,44.57,575.55
2024-02-19,Spark_Ads,IL,Influencer_Collab,20655,201,116.64,211.91
2024-02-20,Branded_Hashtag,MI,Trend_Challenge,11326,173,150.21,373.52
2024-02-20,TopView_Ads,MI,Influencer_Collab,14594,263,235.23,554.34
2024-02-20,In_Feed_Ads,NY,Product_Demo_Videos,20242,225,222.19,435.33
2024-02-21,TopView_Ads,IL,Gen_Z_Outreach,12632,155,157.05,350.89
2024-02-21,In_Feed_Ads,OH,Influencer_Collab,13667,68,18.4,44.16
2024-02-21,In_Feed_Ads,FL,Product_Demo_Videos,17409,395,152.24,1108.75
2024-02-22,Spark_Ads,CA,Gen_Z_Outreach,8610,100,116.27,73.38
2024-02-22,In_Feed_Ads,TX,Trend_Challenge,23050,447,667.19,672.94
2024-02-22,TopView_Ads,NY,Influencer_Collab,12862,309,285.25,378.19
2024-02-23,TopView_Ads,TX,Gen_Z_Outreach,8175,103,62.03,385.32
2024-02-23,Branded_Hashtag,MI,Trend_Challenge,14560,214,125.22,550.13
2024-02-23,TopView_Ads,NY,Influencer_Collab,22527,357,302.67,403.61
2024-02-23,In_Feed_Ads,FL,Product_Demo_Videos,22578,262,282.41,366.28
2024-02-24,TopView_Ads,PA,Gen_Z_Outreach,16819,171,229.52,294.15
2024-02-24,Spark_Ads,CA,Influencer_Collab,20111,332,253.49,250.37
2024-02-24,Branded_Hashtag,MI,Product_Demo_Videos,13308,188,112.95,261.79
2024-02-25,In_Feed_Ads,PA,Gen_Z_Outreach,19746,107,63.99,0.0
2024-02-25,In_Feed_Ads,MI,Trend_Challenge,24803,124,118.91,155.17
2024-02-25,In_Feed_Ads,CA,Influencer_Collab,25149,262,220.35,258.67
2024-02-25,TopView_Ads,CA,Product_Demo_Videos,22330,490,485.68,924.06
2024-02-26,TopView_Ads,NY,Gen_Z_Outreach,5384,46,56.04,0.0
2024-02-26,TopView_Ads,PA,Influencer_Collab,14038,292,329.5,320.5
2024-02-27,Spark_Ads,IL,Gen_Z_Outreach,23593,235,122.5,215.82
2024-02-27,In_Feed_Ads,CA,Trend_Challenge,16183,393,318.19,254.09
2024-02-27,In_Feed_Ads,TX,Influencer_Collab,12296,341,390.8,1176.99
2024-02-27,Spark_Ads,NY,Product_Demo_Videos,19987,258,203.24,350.31
2024-02-28,Spark_Ads,FL,Gen_Z_Outreach,19734,432,262.38,399.95
2024-02-28,TopView_Ads,GA,Trend_Challenge,10092,220,254.86,168.56
2024-02-28,Branded_Hashtag,PA,Influencer_Collab,23020,595,630.15,978.26
2024-02-28,In_Feed_Ads,FL,Product_Demo_Videos,13062,199,80.08,123.06
2024-02-29,Branded_Hashtag,TX,Gen_Z_Outreach,13493,248,153.35,291.6
2024-02-29,Branded_Hashtag,NY,Trend_Challenge,24496,621,990.8,1429.12
2024-02-29,In_Feed_Ads,GA,Influencer_Collab,20561,102,147.03,231.87
2024-03-01,Spark_Ads,MI,Trend_Challenge,2469,12,1.66,0.0
2024-03-01,Spark_Ads,CA,Influencer_Collab,11927,93,83.58,215.31
2024-03-01,In_Feed_Ads,NC,Product_Demo_Videos,9926,49,48.03,62.23
2024-03-02,In_Feed_Ads,NY,Gen_Z_Outreach,25472,363,373.24,345.17
2024-03-02,Spark_Ads,NY,Influencer_Collab,12683,63,90.73,181.2
2024-03-02,Branded_Hashtag,IL,Product_Demo_Videos,9315,218,73.41,141.31
2024-03-03,In_Feed_Ads,GA,Gen_Z_Outreach,25431,734,1028.04,1420.44
2024-03-03,TopView_Ads,NC,Influencer_Collab,13794,68,42.49,194.2
2024-03-04,Branded_Hashtag,CA,Gen_Z_Outreach,6614,126,46.24,129.31
2024-03-04,Spark_Ads,CA,Trend_Challenge,7055,84,19.46,449.23
2024-03-04,Branded_Hashtag,NY,Influencer_Collab,11082,357,121.27,410.98
2024-03-05,In_Feed_Ads,NY,Gen_Z_Outreach,10099,191,158.69,0.0
2024-03-05,TopView_Ads,OH,Influencer_Collab,17882,233,186.58,421.8
2024-03-05,Spark_Ads,FL,Product_Demo_Videos,12095,234,86.62,382.95
2024-03-06,Branded_Hashtag,CA,Gen_Z_Outreach,16320,252,46.89,418.86
2024-03-06,In_Feed_Ads,OH,Influencer_Collab,9565,184,185.0,454.05
2024-03-06,In_Feed_Ads,NY,Product_Demo_Videos,27209,437,379.42,240.4
2024-03-07,TopView_Ads,NY,Gen_Z_Outreach,15471,146,146.59,210.34
2024-03-07,In_Feed_Ads,NY,Trend_Challenge,16927,135,130.99,174.49
2024-03-07,In_Feed_Ads,NY,Product_Demo_Videos,15740,540,318.37,577.05
2024-03-08,Branded_Hashtag,TX,Gen_Z_Outreach,13962,158,156.4,53.41
2024-03-08,Branded_Hashtag,GA,Trend_Challenge,13411,373,274.05,299.91
2024-03-09,In_Feed_Ads,IL,Gen_Z_Outreach,17122,494,114.32,558.5
2024-03-10,TopView_Ads,GA,Gen_Z_Outreach,15761,307,189.04,331.29
2024-03-10,TopView_Ads,TX,Trend_Challenge,9779,175,147.66,682.24
2024-03-10,TopView_Ads,IL,Influencer_Collab,11500,169,155.98,208.52
2024-03-11,In_Feed_Ads,NY,Gen_Z_Outreach,30031,969,389.5,742.14
2024-03-11,Branded_Hashtag,IL,Trend_Challenge,13605,148,148.33,102.33
2024-03-11,TopView_Ads,MI,Product_Demo_Videos,18079,136,150.6,40.44
2024-03-12,In_Feed_Ads,MI,Influencer_Collab,33446,805,752.41,2610.34
2024-03-13,Branded_Hashtag,NY,Product_Demo_Videos,14610,120,103.3,72.64
2024-03-14,Spark_Ads,FL,Gen_Z_Outreach,8828,182,55.47,153.09
2024-03-14,TopView_Ads,FL,Influencer_Collab,15693,78,86.04,73.16
2024-03-14,In_Feed_Ads,NY,Product_Demo_Videos,11207,181,141.53,153.75
2024-03-15,Spark_Ads,FL,Gen_Z_Outreach,13950,155,103.14,125.25
2024-03-15,TopView_Ads,CA,Trend_Challenge,20221,327,512.72,407.89
2024-03-15,Spark_Ads,NC,Product_Demo_Videos,15822,335,270.53,283.41
2024-03-16,TopView_Ads,NC,Gen_Z_Outreach,19639,323,165.31,226.05
2024-03-16,In_Feed_Ads,MI,Trend_Challenge,14867,119,132.35,194.32
2024-03-16,Branded_Hashtag,MI,Product_Demo_Videos,16082,484,366.32,400.41
2024-03-17,In_Feed_Ads,CA,Gen_Z_Outreach,9233,126,109.59,218.45
2024-03-17,Branded_Hashtag,CA,Influencer_Collab,11319,56,30.32,133.1
2024-03-17,Spark_Ads,GA,Product_Demo_Videos,17826,243,251.05,220.24
2024-03-18,TopView_Ads,NC,Product_Demo_Videos,14599,365,252.52,337.7
2024-03-19,Spark_Ads,NC,Trend_Challenge,8686,157,150.28,161.72
2024-03-19,In_Feed_Ads,CA,Product_Demo_Videos,14435,356,270.31,726.57
2024-03-20,Branded_Hashtag,OH,Gen_Z_Outreach,7176,81,101.1,52.16
2024-03-20,Branded_Hashtag,OH,Trend_Challenge,21428,159,110.37,264.56
2024-03-20,Branded_Hashtag,NY,Influencer_Collab,16470,267,180.32,706.53
2024-03-20,Branded_Hashtag,MI,Product_Demo_Videos,15889,204,61.74,221.53
2024-03-21,Spark_Ads,CA,Gen_Z_Outreach,17871,617,602.74,653.93
2024-03-21,Spark_Ads,OH,Trend_Challenge,15183,90,52.38,0.0
2024-03-21,In_Feed_Ads,NY,Influencer_Collab,24564,122,77.06,324.9
2024-03-21,TopView_Ads,NY,Product_Demo_Videos,26294,217,253.48,23.8
2024-03-22,In_Feed_Ads,NY,Gen_Z_Outreach,16477,206,137.43,388.32
2024-03-22,Branded_Hashtag,OH,Trend_Challenge,20274,275,409.0,341.56
2024-03-22,Spark_Ads,IL,Influencer_Collab,31338,169,118.19,440.02
2024-03-22,In_Feed_Ads,CA,Product_Demo_Videos,18765,286,125.84,303.47
2024-03-23,Spark_Ads,IL,Trend_Challenge,7105,127,67.52,136.99
2024-03-23,Spark_Ads,FL,Influencer_Collab,12735,110,62.53,96.6
2024-03-23,Branded_Hashtag,NY,Product_Demo_Videos,8230,130,91.39,73.33
2024-03-24,In_Feed_Ads,FL,Gen_Z_Outreach,14136,71,51.37,0.0
2024-03-24,Spark_Ads,OH,Trend_Challenge,12080,213,242.36,70.61
2024-03-24,TopView_Ads,FL,Influencer_Collab,15133,130,100.57,159.98
2024-03-25,TopView_Ads,NY,Gen_Z_Outreach,20159,316,380.36,245.23
2024-03-25,Branded_Hashtag,NY,Influencer_Collab,29886,509,359.6,540.48
2024-03-25,Branded_Hashtag,TX,Product_Demo_Videos,26537,246,57.68,261.66
2024-03-26,In_Feed_Ads,PA,Trend_Challenge,5053,85,21.57,0.0
2024-03-26,Spark_Ads,OH,Influencer_Collab,19768,291,224.59,221.98
2024-03-26,Branded_Hashtag,CA,Product_Demo_Videos,11415,269,210.6,189.68
2024-03-27,TopView_Ads,GA,Gen_Z_Outreach,16716,221,232.11,57.1
2024-03-27,Branded_Hashtag,FL,Trend_Challenge,3791,76,56.44,204.9
2024-03-27,Branded_Hashtag,NC,Influencer_Collab,21591,186,158.29,655.5
2024-03-27,In_Feed_Ads,NY,Product_Demo_Videos,17565,291,357.67,192.27
2024-03-28,TopView_Ads,FL,Gen_Z_Outreach,17794,88,28.0,340.44
2024-03-28,In_Feed_Ads,TX,Influencer_Collab,19121,311,428.68,612.14
2024-03-28,Spark_Ads,GA,Product_Demo_Videos,18459,222,250.78,206.56
2024-03-29,TopView_Ads,FL,Influencer_Collab,23301,116,99.1,318.08
2024-03-29,TopView_Ads,NY,Product_Demo_Videos,20899,417,498.27,250.8
2024-03-30,TopView_Ads,TX,Influencer_Collab,9584,139,125.38,308.37
2024-03-31,In_Feed_Ads,FL,Gen_Z_Outreach,23032,198,167.44,330.37
2024-03-31,In_Feed_Ads,IL,Influencer_Collab,18650,328,288.61,298.83
2024-03-31,In_Feed_Ads,NC,Product_Demo_Videos,22777,739,542.09,763.25
2024-04-01,In_Feed_Ads,NY,Trend_Challenge,18359,285,337.72,214.67
2024-04-01,TopView_Ads,FL,Influencer_Collab,10784,165,116.58,279.87
2024-04-02,TopView_Ads,IL,Gen_Z_Outreach,14791,347,231.14,223.64
2024-04-02,In_Feed_Ads,GA,Trend_Challenge,20417,345,180.07,490.84
2024-04-02,TopView_Ads,FL,Influencer_Collab,9917,180,170.36,268.63
2024-04-02,Spark_Ads,FL,Product_Demo_Videos,10468,169,121.46,266.79
2024-04-03,TopView_Ads,MI,Gen_Z_Outreach,22610,187,239.34,134.52
2024-04-03,TopView_Ads,FL,Trend_Challenge,7285,107,35.01,98.7
2024-04-03,Branded_Hashtag,TX,Influencer_Collab,21169,105,128.7,75.28
2024-04-03,Branded_Hashtag,CA,Product_Demo_Videos,17439,519,286.83,639.69
2024-04-04,TopView_Ads,FL,Gen_Z_Outreach,12916,99,94.12,190.77
2024-04-04,TopView_Ads,FL,Influencer_Collab,13874,316,285.01,513.89
2024-04-05,TopView_Ads,TX,Influencer_Collab,9157,125,90.69,114.89
2024-04-05,TopView_Ads,NY,Product_Demo_Videos,19133,162,124.08,420.99
2024-04-06,In_Feed_Ads,NY,Gen_Z_Outreach,15352,350,300.46,751.04
2024-04-06,TopView_Ads,NY,Trend_Challenge,22834,166,68.91,235.07
2024-04-06,TopView_Ads,NY,Product_Demo_Videos,9706,221,176.27,381.25
2024-04-07,Spark_Ads,OH,Gen_Z_Outreach,17381,274,277.75,262.3
2024-04-07,Branded_Hashtag,CA,Trend_Challenge,22067,538,444.66,678.98
2024-04-07,TopView_Ads,MI,Influencer_Collab,21340,352,175.7,425.59
2024-04-07,TopView_Ads,IL,Product_Demo_Videos,18971,132,127.0,300.56
2024-04-08,In_Feed_Ads,CA,Gen_Z_Outreach,7500,37,42.84,0.0
2024-04-09,TopView_Ads,NC,Gen_Z_Outreach,20752,320,221.56,187.72
2024-04-10,Spark_Ads,GA,Gen_Z_Outreach,10949,106,125.63,0.0
2024-04-10,Branded_Hashtag,GA,Trend_Challenge,21035,410,380.29,344.35
2024-04-10,In_Feed_Ads,OH,Influencer_Collab,20597,120,130.77,364.65
2024-04-10,TopView_Ads,MI,Product_Demo_Videos,14957,127,73.11,52.59
2024-04-11,Branded_Hashtag,IL,Gen_Z_Outreach,16862,249,319.46,244.37
2024-04-11,Branded_Hashtag,IL,Trend_Challenge,16569,267,187.62,518.67
2024-04-11,Branded_Hashtag,NY,Influencer_Collab,16504,222,207.02,574.03
2024-04-11,In_Feed_Ads,CA,Product_Demo_Videos,24223,376,398.86,690.95
2024-04-12,Branded_Hashtag,CA,Trend_Challenge,11396,56,43.05,62.94
2024-04-12,TopView_Ads,TX,Influencer_Collab,11891,179,218.76,257.09
2024-04-12,TopView_Ads,IL,Product_Demo_Videos,12262,254,168.97,602.03
2024-04-13,In_Feed_Ads,NY,Gen_Z_Outreach,13860,318,356.13,111.56
2024-04-13,Spark_Ads,CA,Influencer_Collab,14570,72,127.09,0.0
2024-04-13,Branded_Hashtag,NY,Product_Demo_Videos,17950,143,184.38,0.0
2024-04-14,TopView_Ads,NC,Gen_Z_Outreach,21953,586,639.08,1286.42
2024-04-14,Spark_Ads,TX,Influencer_Collab,27996,293,365.27,1235.23
2024-04-14,Branded_Hashtag,CA,Product_Demo_Videos,16112,156,80.24,314.38
2024-04-15,TopView_Ads,PA,Gen_Z_Outreach,9733,104,96.3,191.68
2024-04-15,In_Feed_Ads,OH,Trend_Challenge,18904,438,513.9,563.87
2024-04-16,Spark_Ads,NY,Gen_Z_Outreach,20357,178,261.66,107.15
2024-04-16,In_Feed_Ads,NC,Product_Demo_Videos,15466,109,42.41,91.61
2024-04-17,In_Feed_Ads,NY,Trend_Challenge,14940,147,39.57,213.04
2024-04-17,Branded_Hashtag,FL,Product_Demo_Videos,22585,450,268.05,507.13
2024-04-18,Branded_Hashtag,GA,Gen_Z_Outreach,5322,93,80.1,55.24
2024-04-18,Branded_Hashtag,MI,Trend_Challenge,9212,79,52.03,94.37
2024-04-18,TopView_Ads,IL,Influencer_Collab,18030,369,327.5,271.89
2024-04-18,Branded_Hashtag,GA,Product_Demo_Videos,18553,458,121.27,345.76
2024-04-19,Branded_Hashtag,PA,Gen_Z_Outreach,18267,131,121.79,283.28
2024-04-19,TopView_Ads,FL,Trend_Challenge,5099,103,113.89,238.27
2024-04-19,In_Feed_Ads,NC,Influencer_Collab,22636,214,75.27,172.2
2024-04-19,Spark_Ads,CA,Product_Demo_Videos,17745,225,255.77,180.43
2024-04-20,Spark_Ads,OH,Influencer_Collab,17937,511,372.88,731.6
2024-04-20,Branded_Hashtag,NC,Product_Demo_Videos,20933,478,281.49,458.23
2024-04-21,Branded_Hashtag,MI,Trend_Challenge,18990,294,255.95,284.34
2024-04-21,TopView_Ads,PA,Influencer_Collab,17492,365,342.13,689.41
2024-04-22,Spark_Ads,FL,Gen_Z_Outreach,18397,212,208.88,49.74
2024-04-22,In_Feed_Ads,NC,Trend_Challenge,23433,499,578.18,689.18
2024-04-22,Spark_Ads,FL,Influencer_Collab,18717,448,168.11,496.7
2024-04-23,In_Feed_Ads,NC,Gen_Z_Outreach,22616,113,83.94,60
2024-04-23,TopView_Ads,CA,Trend_Challenge,12111,205,300.41,141.18
2024-04-23,Branded_Hashtag,OH,Influencer_Collab,16792,209,61.59,439.35
2024-04-23,Spark_Ads,IL,Product_Demo_Videos,12703,274,311.73,110.28
2024-04-24,Branded_Hashtag,FL,Trend_Challenge,18520,333,333.41,918.66
2024-04-24,Spark_Ads,GA,Product_Demo_Videos,14501,94,100.58,206.01
2024-04-25,Spark_Ads,IL,Gen_Z_Outreach,9080,187,110.43,209.72
2024-04-25,TopView_Ads,GA,Trend_Challenge,17242,86,64.79,35.87
2024-04-25,TopView_Ads,FL,Influencer_Collab,12869,90,59.22,63.65
2024-04-26,In_Feed_Ads,MI,Gen_Z_Outreach,26795,223,148.89,300.17
2024-04-26,Branded_Hashtag,NY,Trend_Challenge,13166,65,83.34,0.0
2024-04-26,Spark_Ads,PA,Influencer_Collab,21317,148,184.67,357.0
2024-04-26,Branded_Hashtag,NC,Product_Demo_Videos,18029,400,425.93,792.93
2024-04-27,In_Feed_Ads,NC,Gen_Z_Outreach,10251,237,250.08,360.16
2024-04-27,TopView_Ads,IL,Trend_Challenge,14478,116,129.15,68.18
