date,tactic,state,campaign,impressions,clicks,spend,attributed_revenue
2024-01-28,Single_Image,NC,Conversion_Campaign_Jan,4231,62,92.49,177.5
2024-01-28,Carousel_Ads,PA,Conversion_Campaign_Jan,3315,71,175.22,202.09
2024-01-28,Single_Image,FL,Retargeting_Feb,3657,103,112.79,818.21
2024-01-28,Carousel_Ads,NY,Retargeting_Feb,6246,113,111.45,486.26
2024-01-28,Collection_Ads,NC,Retargeting_Feb,7326,175,192.05,993.8
2024-01-28,Collection_Ads,MI,Product_Launch_Mar,7410,113,132.31,160.17
2024-01-29,Video_Ads,TX,Brand_Awareness_Q1,8260,155,335.87,167.22
2024-01-29,Collection_Ads,FL,Brand_Awareness_Q1,2645,35,55.83,0.0
2024-01-29,Collection_Ads,MI,Conversion_Campaign_Jan,8933,165,133.42,360.52
2024-01-29,Carousel_Ads,MI,Conversion_Campaign_Jan,6232,199,512.6,267.88
2024-01-29,Collection_Ads,PA,Conversion_Campaign_Jan,6367,81,54.33,464.92
2024-01-29,Single_Image,TX,Retargeting_Feb,3089,87,175.34,276.66
2024-01-29,Video_Ads,GA,Product_Launch_Mar,8201,144,306.49,519.15
2024-01-30,Video_Ads,FL,Brand_Awareness_Q1,5780,100,124.0,49.08
2024-01-30,Single_Image,NY,Brand_Awareness_Q1,3797,88,107.37,88.62
2024-01-30,Single_Image,MI,Conversion_Campaign_Jan,4516,74,146.58,167.9
2024-01-30,Collection_Ads,IL,Retargeting_Feb,8138,196,190.33,360.36
2024-01-30,Video_Ads,GA,Product_Launch_Mar,4543,80,40.34,213.06
2024-01-30,Collection_Ads,PA,Product_Launch_Mar,6278,119,184.64,0.0
2024-01-30,Single_Image,OH,Product_Launch_Mar,2734,61,69.37,51.52
2024-01-31,Single_Image,NC,Brand_Awareness_Q1,9903,175,185.89,369.57
2024-01-31,Carousel_Ads,NY,Brand_Awareness_Q1,3650,69,115.2,77.05
2024-01-31,Collection_Ads,NC,Conversion_Campaign_Jan,3046,66,84.4,0.0
2024-01-31,Single_Image,MI,Conversion_Campaign_Jan,8538,182,189.44,228.81
2024-01-31,Video_Ads,OH,Conversion_Campaign_Jan,7690,114,224.59,171.67
2024-01-31,Single_Image,PA,Retargeting_Feb,7898,126,178.39,283.86
2024-01-31,Collection_Ads,CA,Product_Launch_Mar,5883,103,106.29,84.91
2024-02-01,Video_Ads,GA,Brand_Awareness_Q1,4985,76,76.39,0.0
2024-02-01,Carousel_Ads,CA,Brand_Awareness_Q1,4632,85,135.47,50.5
2024-02-01,Collection_Ads,GA,Brand_Awareness_Q1,7054,131,113.11,110.37
2024-02-01,Carousel_Ads,IL,Conversion_Campaign_Jan,6818,133,149.81,87.84
2024-02-01,Video_Ads,MI,Conversion_Campaign_Jan,4889,117,275.14,196.28
2024-02-01,Single_Image,TX,Retargeting_Feb,5712,78,155.95,330.05
2024-02-01,Single_Image,PA,Product_Launch_Mar,5416,67,124.23,0.0
2024-02-01,Carousel_Ads,IL,Product_Launch_Mar,5076,111,117.5,384.45
2024-02-02,Collection_Ads,FL,Brand_Awareness_Q1,7321,121,137.59,275.55
2024-02-02,Collection_Ads,NC,Brand_Awareness_Q1,7512,170,196.23,57.66
2024-02-02,Video_Ads,OH,Brand_Awareness_Q1,6115,107,240.23,221.14
2024-02-02,Carousel_Ads,NC,Conversion_Campaign_Jan,5309,127,229.47,0.0
2024-02-02,Collection_Ads,NC,Conversion_Campaign_Jan,5213,68,113.17,131.19
2024-02-02,Collection_Ads,TX,Retargeting_Feb,5669,144,133.4,595.43
2024-02-02,Carousel_Ads,TX,Retargeting_Feb,3823,86,163.43,246.71
2024-02-02,Carousel_Ads,PA,Retargeting_Feb,6882,176,187.55,382.67
2024-02-02,Single_Image,IL,Product_Launch_Mar,4118,84,89.52,132.04
2024-02-03,Carousel_Ads,CA,Brand_Awareness_Q1,6541,135,196.9,0.0
2024-02-03,Collection_Ads,TX,Brand_Awareness_Q1,2427,51,88.9,0.0
2024-02-03,Carousel_Ads,FL,Brand_Awareness_Q1,4043,99,262.08,0.0
2024-02-03,Single_Image,NC,Conversion_Campaign_Jan,8869,287,484.98,360.41
2024-02-03,Video_Ads,TX,Retargeting_Feb,7038,142,210.73,457.31
2024-02-03,Collection_Ads,FL,Retargeting_Feb,5685,94,115.61,0.0
2024-02-03,Single_Image,CA,Retargeting_Feb,3225,67,95.68,250.01
2024-02-03,Carousel_Ads,NC,Product_Launch_Mar,8254,154,116.79,312.99
2024-02-04,Video_Ads,NC,Brand_Awareness_Q1,6000,119,242.35,0.0
2024-02-04,Single_Image,GA,Brand_Awareness_Q1,7506,167,82.82,220.07
2024-02-04,Single_Image,FL,Brand_Awareness_Q1,7991,197,415.55,196.98
2024-02-04,Carousel_Ads,CA,Conversion_Campaign_Jan,7405,160,247.54,203.25
2024-02-04,Single_Image,MI,Conversion_Campaign_Jan,6221,105,105.86,205.74
2024-02-04,Video_Ads,NY,Conversion_Campaign_Jan,8200,141,231.25,196.23
2024-02-04,Single_Image,MI,Retargeting_Feb,3360,60,99.65,85.25
2024-02-04,Collection_Ads,OH,Retargeting_Feb,7489,144,311.06,745.0
2024-02-04,Collection_Ads,NC,Retargeting_Feb,6722,195,148.18,268.11
2024-02-04,Carousel_Ads,PA,Product_Launch_Mar,6248,142,192.37,174.3
2024-02-04,Carousel_Ads,TX,Product_Launch_Mar,9938,140,155.35,113.75
2024-02-04,Carousel_Ads,FL,Product_Launch_Mar,3698,47,57.6,21.14
2024-02-05,Collection_Ads,OH,Brand_Awareness_Q1,6979,109,245.7,124.18
2024-02-05,Video_Ads,CA,Conversion_Campaign_Jan,4001,110,255.08,136.31
2024-02-05,Video_Ads,FL,Retargeting_Feb,4580,59,102.17,356.26
2024-02-05,Collection_Ads,NY,Retargeting_Feb,6693,106,129.8,87.22
2024-02-05,Carousel_Ads,TX,Product_Launch_Mar,4196,77,93.38,0.0
2024-02-05,Collection_Ads,FL,Product_Launch_Mar,4360,63,81.53,292.27
2024-02-06,Single_Image,TX,Brand_Awareness_Q1,5008,25,17.9,108.08
2024-02-06,Single_Image,MI,Conversion_Campaign_Jan,8946,143,199.58,215.45
2024-02-06,Single_Image,FL,Conversion_Campaign_Jan,3245,74,104.24,0.0
2024-02-06,Collection_Ads,OH,Conversion_Campaign_Jan,5654,90,190.56,218.03
2024-02-06,Single_Image,NC,Retargeting_Feb,5213,116,117.89,173.36
2024-02-06,Video_Ads,PA,Retargeting_Feb,4459,107,209.24,476.31
2024-02-06,Video_Ads,NY,Retargeting_Feb,9372,144,290.37,494.51
2024-02-06,Collection_Ads,CA,Product_Launch_Mar,4169,47,109.71,66.42
2024-02-06,Carousel_Ads,MI,Product_Launch_Mar,7258,154,339.78,233.48
2024-02-06,Carousel_Ads,NC,Product_Launch_Mar,7431,94,223.86,0.0
2024-02-07,Video_Ads,GA,Brand_Awareness_Q1,6237,143,198.08,264.03
2024-02-07,Video_Ads,CA,Brand_Awareness_Q1,6144,164,295.58,349.7
2024-02-07,Single_Image,CA,Brand_Awareness_Q1,5344,121,251.12,97.72
2024-02-07,Video_Ads,NC,Conversion_Campaign_Jan,4296,97,102.19,0.0
2024-02-07,Single_Image,NC,Conversion_Campaign_Jan,5183,62,90.65,99.26
2024-02-07,Collection_Ads,MI,Conversion_Campaign_Jan,4279,124,236.81,255.78
2024-02-07,Single_Image,NY,Retargeting_Feb,2506,59,86.47,87.44
2024-02-07,Video_Ads,OH,Retargeting_Feb,8393,143,171.64,551.26
2024-02-07,Collection_Ads,GA,Product_Launch_Mar,7946,189,424.45,334.93
2024-02-07,Video_Ads,GA,Product_Launch_Mar,6061,86,83.71,192.98
2024-02-08,Collection_Ads,NY,Brand_Awareness_Q1,2387,53,98.3,92.54
2024-02-08,Collection_Ads,OH,Brand_Awareness_Q1,6699,97,142.38,0.0
2024-02-08,Video_Ads,MI,Conversion_Campaign_Jan,5827,111,149.57,367.17
2024-02-08,Collection_Ads,GA,Retargeting_Feb,7131,98,137.37,101.65
2024-02-08,Single_Image,PA,Retargeting_Feb,7387,115,235.65,482.22
2024-02-08,Video_Ads,PA,Retargeting_Feb,4707,83,101.85,401.37
2024-02-08,Carousel_Ads,MI,Product_Launch_Mar,8491,174,156.47,564.49
2024-02-08,Single_Image,NY,Product_Launch_Mar,6067,103,206.5,197.51
2024-02-09,Video_Ads,GA,Brand_Awareness_Q1,6995,109,124.45,0.0
2024-02-09,Video_Ads,CA,Brand_Awareness_Q1,3289,68,72.75,0.0
2024-02-09,Single_Image,FL,Conversion_Campaign_Jan,7540,120,120.36,109.24
2024-02-09,Carousel_Ads,NC,Conversion_Campaign_Jan,5643,118,106.63,191.98
2024-02-09,Carousel_Ads,IL,Conversion_Campaign_Jan,9420,160,71.89,334.77
2024-02-09,Single_Image,GA,Retargeting_Feb,6429,121,237.79,522.23
2024-02-09,Video_Ads,FL,Product_Launch_Mar,6339,116,154.06,94.52
2024-02-09,Carousel_Ads,PA,Product_Launch_Mar,4476,74,153.39,61.64
2024-02-09,Single_Image,OH,Product_Launch_Mar,5826,161,259.08,85.47
2024-02-10,Video_Ads,FL,Brand_Awareness_Q1,7470,113,229.72,72.12
2024-02-10,Single_Image,MI,Brand_Awareness_Q1,2422,49,65.88,0.0
